Token	Lemma	Part-of-speech
	десяток 	noun:p:v_naz 
		noun:p:v_zna 
найкращих	хороший 	adj:p:v_mis:super 
		adj:p:v_rod:super 
		adj:p:v_zna:super 
ресторанів	ресторан 	noun:p:v_rod 
львова	- 	- 
з	з 	prep:rv_rod:rv_zna:rv_oru 
великим	великий 	adj:m:v_oru:compb 
		adj:n:v_oru:compb 
		adj:p:v_dav:compb 
асортиментом	асортимент 	noun:m:v_oru 
пива	пиво 	noun:n:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
та	та 	conj:coord 
		part 
гарного	гарний 	adj:m:v_rod:compb 
		adj:m:v_zna:compb 
		adj:n:v_rod:compb 
меню	меню 	noun:n:v_dav:nv 
		noun:n:v_mis:nv 
		noun:n:v_naz:nv 
		noun:n:v_oru:nv 
		noun:n:v_rod:nv 
		noun:n:v_zna:nv 
		noun:p:v_dav:nv 
		noun:p:v_mis:nv 
		noun:p:v_naz:nv 
		noun:p:v_oru:nv 
		noun:p:v_rod:nv 
		noun:p:v_zna:nv 
,	- 	SENT_END 
	- 	SENT_START 
Але	але 	conj:coord 
		excl 
ми	ми 	pron:pers:p:1:v_naz:anim 
дуже	дуже 	adv 
	дужий 	adj:n:v_naz:compb 
		adj:n:v_zna:compb 
розчарувались	розчаруватися 	verb:rev:past:p:perf 
тому	тому 	adv 
		conj:subord 
	том 	noun:m:v_dav 
		noun:m:v_mis 
		noun:m:v_rod 
	той 	adj:m:v_dav:&pron:dem 
		adj:m:v_mis:&pron:dem 
		adj:n:v_dav:&pron:dem 
		adj:n:v_mis:&pron:dem 
,	- 	- 
що	що 	conj:subord 
		pron:int:rel:n:v_naz 
		pron:int:rel:n:v_zna 
в	в 	prep:rv_zna:rv_mis:rv_rod:v-u 
наявності	наявність 	noun:f:v_dav 
		noun:f:v_mis 
		noun:f:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
було	бути 	verb:past:n:imperf 
тільки	тільки 	adv 
		conj:subord 
		part 
два	два 	numr:m:v_naz 
		numr:m:v_zna 
		numr:n:v_naz 
		numr:n:v_zna 
види	вид 	noun:p:v_naz 
		noun:p:v_zna 
пива	пиво 	noun:n:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
які	який 	adj:p:v_naz:&pron:int:rel:def
		adj:p:v_zna:&pron:int:rel:def
нам	ми 	pron:pers:p:1:v_dav:anim 
несподобались	- 	- 
,	- 	SENT_END 
	- 	SENT_START 
Обслуговування	обслуговування 	noun:n:v_naz 
		noun:n:v_rod 
		noun:n:v_zna 
		noun:p:v_naz 
		noun:p:v_zna 
повільне	повільний 	adj:n:v_naz:compb 
		adj:n:v_zna:compb 
,	- 	- 
ціни	цінити 	verb:impr:s:2:imperf 
	ціна 	noun:f:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
великі	великий 	adj:p:v_naz:compb 
		adj:p:v_zna:compb 
,	- 	SENT_END 
		PARA_END 
	- 	SENT_START 	
ЗНАХІДКА	знахідка 	noun:f:v_naz 
!	- 	SENT_END 
	- 	SENT_START 
вчора	вчора 	adv:v-u 
забрели	забрести 	verb:past:p:perf 
туди	туди 	adv:&pron:dem 
випадково	випадково 	adv 
-	- 	- 
мій	мій 	adj:m:v_naz:&pron:pos
		adj:m:v_zna:&pron:pos
настрій	настрій 	noun:m:v_naz 
		noun:m:v_zna 
було	бути 	verb:past:n:imperf 
ВРЯТОВАНО	врятувати 	verb:impers:perf:v-u 
!	- 	SENT_END 
	- 	SENT_START 
чим	що 	pron:int:rel:n:v_oru 
?	- 	SENT_END 
	- 	SENT_START 
-	- 	- 
а	а 	conj:coord 
		excl 
		part 
біс	біс 	noun:m:v_naz 
		noun:m:v_zna 
його	його 	adj:m:nv:&pron:pos 
		adj:n:nv:&pron:pos 
	він 	pron:pers:m:3:v_rod:anim
		pron:pers:m:3:v_zna:anim
	воно 	pron:pers:n:3:v_rod 
		pron:pers:n:3:v_zna 
знає	знати 	verb:pres:s:3:imperf 
!	- 	SENT_END 
	- 	SENT_START 
можливо	можливо 	adv 
дивовижною	дивовижний 	adj:f:v_oru:compb 
"	- 	- 
Львівською	львівський 	adj:f:v_oru 
нахабністю	нахабність 	noun:f:v_oru 
"	- 	- 
)	- 	- 
)	- 	- 
ЖИТИ	жити 	verb:inf:imperf 
так	так 	adv:&pron:dem 
		conj:coord:subord 
		part 
,	- 	- 
як	як 	adv:&pron:int:rel 
		conj:subord 
		noun:m:v_naz:anim 
		part 
ПОДОБАЄТЬСЯ	подобатися 	verb:rev:pres:s:3:imperf
!	- 	SENT_END 
	- 	SENT_START 
ЩЕ	ще 	adv 
		part 
зайду	зайда 	noun:f:v_zna:anim 
	зайти 	verb:futr:s:1:perf 
!	- 	SENT_END 
		PARA_END 
	-	SENT_START 		
Будьте	бути 	verb:impr:p:3:imperf 
обережні	обережний 	adj:p:v_naz:compb 
		adj:p:v_zna:compb 
,	- 	- 
якщо	якщо 	conj:subord 
дивитесь	дивитися 	verb:rev:pres:p:2:imperf
ціни	цінити 	verb:impr:s:2:imperf 
	ціна 	noun:f:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
на	на 	prep:rv_zna:rv_mis 
сайті	сайт 	noun:m:v_mis 
ресторану	ресторан 	noun:m:v_dav 
		noun:m:v_mis 
		noun:m:v_rod 
!	- 	SENT_END 
	- 	SENT_START 
В	в 	prep:rv_zna:rv_mis:rv_rod:v-u 
реальності	реальність 	noun:f:v_dav 
		noun:f:v_mis 
		noun:f:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
вони	вони 	pron:pers:p:3:v_naz:anim 
майже	майже 	adv 
вдвічі	вдвічі 	adv 
вище	вище 	adv:compr:compr 
	високий 	adj:n:v_naz:compr 
		adj:n:v_zna:compr 
,	- 	- 
ніж	ніж 	conj:subord 
		noun:m:v_naz 
		noun:m:v_zna 
вказано	вказати 	verb:impers:perf:v-u 
на	на 	prep:rv_zna:rv_mis 
сайті	сайт 	noun:m:v_mis 
!	- 	- 
!	- 	- 
!	- 	SENT_END 
	- 	SENT_START 
Для	для 	prep:rv_rod 
нашої	наш 	adj:f:v_rod:&pron:pos 
компанії	компанія 	noun:f:v_dav 
		noun:f:v_mis 
		noun:f:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
це	цей 	adj:n:v_naz:&pron:dem 
		adj:n:v_zna:&pron:dem 
стало	стало 	adv 
	стати 	verb:past:n:perf 
неприємним	неприємний 	adj:m:v_oru:compb 
		adj:n:v_oru:compb 
		adj:p:v_dav:compb 
сюрпризом	сюрприз 	noun:m:v_oru 
,	- 	- 
бо	бо 	conj:subord 
		part 
для	для 	prep:rv_rod 
подорожі	подорож 	noun:f:v_dav 
		noun:f:v_mis 
		noun:f:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
бронювали	бронювати 	verb:past:p:imperf 
ресторани	ресторан 	noun:p:v_naz 
		noun:p:v_zna 
заздалегідь	заздалегідь 	adv 
,	- 	- 
інформацію	інформація 	noun:f:v_zna 
брали	брати 	verb:past:p:imperf 
з	з 	prep:rv_rod:rv_zna:rv_oru 
сайтів	сайт 	noun:p:v_rod 
(	- 	- 
в	в 	prep:rv_zna:rv_mis:rv_rod:v-u 
наш	наш 	adj:m:v_naz:&pron:pos 
		adj:m:v_zna:&pron:pos 
час	час 	noun:m:v_naz 
		noun:m:v_zna 
це	цей 	adj:n:v_naz:&pron:dem 
		adj:n:v_zna:&pron:dem 
нормально	нормально 	adv 
,	- 	- 
чи	чи 	conj:coord:subord 
		part 
не	не 	part 
так	так 	adv:&pron:dem 
		conj:coord:subord 
		part 
?	- 	SENT_END 
	- 	SENT_START 
Бо	бо 	conj:subord 
		part 
для	для 	prep:rv_rod 
чого	що 	pron:int:rel:n:v_rod 
там	там 	adv:&pron:dem 
		part 
розділ	розділ 	noun:m:v_naz 
		noun:m:v_zna 
"	- 	- 
Меню	Мень 	noun:m:v_dav:anim:lname
		noun:m:v_mis:anim:lname
	меню 	noun:n:v_dav:nv 
		noun:n:v_mis:nv 
		noun:n:v_naz:nv 
		noun:n:v_oru:nv 
		noun:n:v_rod:nv 
		noun:n:v_zna:nv 
		noun:p:v_dav:nv 
		noun:p:v_mis:nv 
		noun:p:v_naz:nv 
		noun:p:v_oru:nv 
		noun:p:v_rod:nv 
		noun:p:v_zna:nv 
"	- 	- 
з	з 	prep:rv_rod:rv_zna:rv_oru 
цінами	ціна 	noun:p:v_oru 
?	- 	- 
)	- 	- 
,	- 	SENT_END ї
	- 	SENT_START 
Лише	лише 	conj:subord 
		part 
в	в 	prep:rv_zna:rv_mis:rv_rod:v-u 
ресторані	ресторан 	noun:m:v_mis 
"	- 	- 
Прага	Прага 	noun:f:v_naz 
"	- 	- 
виявилося	виявитися 	verb:rev:past:n:perf 
,	- 	- 
що	що 	conj:subord 
		pron:int:rel:n:v_naz 
		pron:int:rel:n:v_zna 
ціни	цінити 	verb:impr:s:2:imperf 
	ціна 	noun:f:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
на	на 	prep:rv_zna:rv_mis 
сайті	сайт 	noun:m:v_mis 
значно	значно 	adv:compb 
занижені	занижений 	adjp:pasv:past:p:v_naz 
		adjp:pasv:past:p:v_zna 
!	- 	- 
!	- 	SENT_END 
	- 	SENT_START 
Будьте	бути 	verb:impr:p:3:imperf 
готові	готовий 	adj:p:v_naz 
		adj:p:v_zna 
	гот 	noun:m:v_dav:anim 
		noun:m:v_mis:anim 
на	на 	excl 
		part 
		prep:rv_zna:rv_mis 
значно	значно 	adv:compb 
більші	великий 	adj:p:v_naz:compr 
		adj:p:v_zna:compr 
витрати	витрата 	noun:f:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
!	- 	SENT_END 
	- 	SENT_START 
Наприклад	наприклад 	insert 
,	- 	- 
стейки	стейк 	noun:p:v_naz 
		noun:p:v_zna 
коштують	коштувати 	verb:pres:p:3:imperf 
приблизно	приблизно 	adv:compb 
120	120 	number 
грн	грн 	noun:f:v_dav:nv:abbr 
		noun:f:v_mis:nv:abbr 
		noun:f:v_naz:nv:abbr 
		noun:f:v_oru:nv:abbr 
		noun:f:v_rod:nv:abbr 
		noun:f:v_zna:nv:abbr 
		noun:p:v_dav:nv:abbr 
		noun:p:v_mis:nv:abbr 
		noun:p:v_naz:nv:abbr 
		noun:p:v_oru:nv:abbr 
		noun:p:v_rod:nv:abbr 
		noun:p:v_zna:nv:abbr 
,	- 	- 
(	- 	- 
+	- 	- 
/	- 	- 
-	- 	- 
,	- 	- 
а	а 	conj:coord 
		excl 
		part 
не	не 	part 
70	70 	number 
як	як 	adv:&pron:int:rel 
		conj:subord 
		noun:m:v_naz:anim 
		part 
на	на 	prep:rv_zna:rv_mis 
сайті	сайт 	noun:m:v_mis 
)	- 	- 
,	- 	SENT_END 
	- 	SENT_START 
Гарнір	гарнір 	noun:m:v_naz 
		noun:m:v_zna 
до	до 	prep:rv_rod 
складу	склад 	noun:m:v_dav 
		noun:m:v_mis 
		noun:m:v_rod 
	скласти 	verb:futr:s:1:perf 
не	не 	part 
входить	входити 	verb:pres:s:3:imperf 
,	- 	SENT_END 
	- 	SENT_START 
Так	так 	adv:&pron:dem 
		conj:coord:subord 
		part 
,	- 	- 
це	цей 	adj:n:v_naz:&pron:dem 
		adj:n:v_zna:&pron:dem 
не	не 	part 
найвища	високий 	adj:f:v_naz:super 
ціна	ціна 	noun:f:v_naz 
,	- 	- 
яку	як 	noun:m:v_dav:anim 
		noun:m:v_mis:anim 
	який 	adj:f:v_zna:&pron:int:rel:def 
ми	ми 	pron:pers:p:1:v_naz:anim 
бачили	бачити 	verb:past:p:imperf 
в	в 	prep:rv_zna:rv_mis:rv_rod:v-u 
своєму	свій 	adj:m:v_dav:&pron:pos 
		adj:m:v_mis:&pron:pos 
		adj:n:v_dav:&pron:pos 
		adj:n:v_mis:&pron:pos 
житті	життя 	noun:n:v_mis 
в	в 	prep:rv_zna:rv_mis:rv_rod:v-u 
ресторанах	ресторан 	noun:p:v_mis 
Але	але 	conj:coord 
		excl 
навіщо	навіщо 	adv:&pron:int:rel 
ж	ж 	conj:coord 
		part 
обманювати	обманювати 	verb:inf:imperf 
?	- 	SENT_END 
	- 	SENT_START 
Якщо	якщо 	conj:subord 
вже	вже 	adv:v-u 
це	цей 	adj:n:v_naz:&pron:dem
		adj:n:v_zna:&pron:dem
ресторан	ресторан 	noun:m:v_naz 
		noun:m:v_zna 
такого	такий 	adj:m:v_rod:&pron:def 
		adj:m:v_zna:&pron:def 
		adj:n:v_rod:&pron:def 
цінового	ціновий 	adj:m:v_rod 
		adj:m:v_zna 
		adj:n:v_rod 
рівня	рівня 	noun:f:v_naz 
		noun:f:v_naz:anim 
	рівень 	noun:m:v_rod 
,	- 	SENT_END 
	- 	SENT_START 
То	то 	conj:subord 
й	й 	conj:coord 
		part 
якість	якість 	noun:f:v_naz 
		noun:f:v_zna 
має	мати 	verb:pres:s:3:imperf 
	маяти 	verb:pres:s:3:imperf 
бути	бути 	verb:inf:imperf 
відповідною	відповідний 	adj:f:v_oru:compb 
,	- 	SENT_END 
	- 	SENT_START 
Їжа	їжа 	noun:f:v_naz 
була	булий 	adjp:actv:past:f:v_naz 
	бути 	verb:past:f:imperf 
непоганою	непоганий 	adj:f:v_oru 
(	- 	- 
але	але 	conj:coord 
		excl 
не	не 	part 
преміум	преміум 	noun:m:v_naz 
		noun:m:v_zna 
)	- 	- 
,	- 	- 
обслуговування	обслуговування 	noun:n:v_naz 
		noun:n:v_rod 
		noun:n:v_zna 
		noun:p:v_naz 
		noun:p:v_zna 
ввічливе	ввічливий 	adj:n:v_naz:v-u 
		adj:n:v_zna:v-u 
,	- 	SENT_END 
	- 	SENT_START 
Але	але 	conj:coord 
		excl 
співвідношення	співвідношення 	noun:n:v_naz 
		noun:n:v_rod 
		noun:n:v_zna 
		noun:p:v_naz 
		noun:p:v_zna 
ціна	ціна 	noun:f:v_naz 
/	- 	- 
якість	якість 	noun:f:v_naz 
		noun:f:v_zna 
-	- 	- 
під	під 	prep:rv_zna:rv_oru 
великим	великий 	adj:m:v_oru:compb 
		adj:n:v_oru:compb 
		adj:p:v_dav:compb 
сумнівом	сумнів 	noun:m:v_oru 
,	- 	SENT_END 
	- 	SENT_START 
Що	що 	conj:subord 
		pron:int:rel:n:v_naz 
		pron:int:rel:n:v_zna 
це	цей 	adj:n:v_naz:&pron:dem
		adj:n:v_zna:&pron:dem
-	- 	- 
недбальство	недбальство 	noun:n:v_naz 
		noun:n:v_zna 
адміністрації	адміністрація 	noun:f:v_dav 
		noun:f:v_mis 
		noun:f:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
чи	чи 	conj:coord:subord 
		part 
"	- 	- 
продуманий	продуманий 	adjp:pasv:past:m:v_naz
		adjp:pasv:past:m:v_zna
хід	хід 	noun:m:v_naz 
		noun:m:v_zna 
"	- 	- 
?	- 	SENT_END 
	- 	SENT_START 
Як-то	як 	adv:&pron:int:rel 
		conj:subord 
		noun:m:v_naz:anim 
		part 
кажуть	казати 	verb:pres:p:3:imperf 
,	- 	- 
повечеряти	повечеряти 	verb:inf:perf 
-	- 	- 
повечеряли	повечеряти 	verb:past:p:perf 
,	- 	- 
але	але 	conj:coord 
		excl 
"	- 	- 
осад	осад 	noun:m:v_naz 
		noun:m:v_zna 
	осада 	noun:p:v_rod 
"	- 	- 
залишився	залишитися 	verb:rev:past:m:perf 
,	- 	SENT_END 
	- 	SENT_START 
Будьте	бути 	verb:impr:p:3:imperf 
пильними	пильний 	adj:p:v_oru:compb 
!	- 	SENT_END 
	-	SENT_START 		
До	до 	prep:rv_rod 
цін	ціна 	noun:p:v_rod 
на	на 	prep:rv_zna:rv_mis 
сайті	сайт 	noun:m:v_mis 
сміливо	сміливо 	adv:compb 
додавайте	додавати 	verb:impr:p:2:imperf 
десь	десь 	adv:&pron:ind 
		insert 
		part 
так	так 	adv:&pron:dem 
		conj:coord:subord 
		part 
40-50%	40-50% 	number 
,	- 	- 
якщо	якщо 	conj:subord 
хочете	хотіти 	verb:unknown 
зорієнтуватися	зорієнтуватися 	verb:rev:inf:perf 
.	- 	SENT_END 
		PARA_END 
	-	SENT_START 		
Погожуюсь	- 	- 
з	з 	prep:rv_rod:rv_zna:rv_oru
коментарем	коментар 	noun:m:v_oru 
"	- 	- 
Світлани	Світлана 	noun:f:v_rod:anim:fname 
"	- 	- 
,	- 	SENT_END 
	- 	SENT_START 
А	а 	conj:coord 
		excl 
		part 
на	на 	excl 
		part 
		prep:rv_zna:rv_mis 
рахунок	рахунок 	noun:m:v_naz 
		noun:m:v_zna 
визказаної	- 	- 
думки	думка 	noun:f:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
"	- 	- 
Олі	Оля 	noun:f:v_dav:anim:fname 
		noun:f:v_mis:anim:fname 
		noun:f:v_rod:anim:fname 
"	- 	- 
"	- 	- 
27	27 	number 
/	- 	- 
11	11 	number 
/	- 	- 
2008	2008 	number 
,	- 	- 
11:36	11:36 	time 
"	- 	- 
Я	я 	pron:pers:s:1:v_naz:anim 
це	цей 	adj:n:v_naz:&pron:dem 
		adj:n:v_zna:&pron:dem 
як	як 	adv:&pron:int:rel 
		conj:subord 
		noun:m:v_naz:anim 
		part 
	як кажуть 	<insert> 
кажуть	казати 	verb:pres:p:3:imperf 
в	в 	prep:rv_zna:rv_mis:rv_rod:v-u 
народі	народ 	noun:m:v_mis 
"	- 	- 
зачипило	- 	- 
за	за 	prep:rv_rod:rv_zna:rv_oru 
живе	живий 	adj:n:v_naz:compb 
		adj:n:v_zna:compb 
	жити 	verb:pres:s:3:imperf 
місце	місце 	noun:n:v_naz 
		noun:n:v_zna 
"	- 	- 
...	- 	- 
!	- 	- 
!	- 	- 
!	- 	SENT_END 
	- 	SENT_START 
"	- 	- 
На	на 	excl 
		part 
		prep:rv_zna:rv_mis 
десерт	десерт 	noun:m:v_naz 
		noun:m:v_zna 
взяли	взяти 	verb:past:p:perf 
заварне	заварний 	adj:n:v_naz 
		adj:n:v_zna 
з	з 	prep:rv_rod:rv_zna:rv_oru
фруктами	фрукт 	noun:p:v_oru 
-	- 	- 
було	бути 	verb:past:n:imperf 
з	з 	prep:rv_rod:rv_zna:rv_oru
ЦВІЛЛЮ	цвіль 	noun:f:v_oru 
"	- 	- 
...	- 	- 
,	- 	- 
від	від 	prep:rv_rod 
написаних	написаний 	adjp:pasv:past:p:v_mis 
		adjp:pasv:past:p:v_rod 
		adjp:pasv:past:p:v_zna 
слів	слово 	noun:p:v_rod 
,	- 	- 
то	то 	conj:subord 
я	я 	pron:pers:s:1:v_naz:anim 
мало	мало 	adv:compb 
	мати 	verb:past:n:imperf 
з	з 	prep:rv_rod:rv_zna:rv_oru
дивану	диван 	noun:m:v_dav 
		noun:m:v_mis 
не	не 	part 
впав	впасти 	verb:past:m:perf:v-u 
від	від 	prep:rv_rod 
сміху	сміх 	noun:m:v_dav 
		noun:m:v_mis 
		noun:m:v_rod 
,	- 	- 
ну	ну 	excl 
		part 
вже	вже 	adv:v-u 
таку	такий 	adj:f:v_zna:&pron:def 
дурницю	дурниця 	noun:f:v_zna 
написати	написати 	verb:inf:perf 
,	- 	- 
що	що 	conj:subord 
		pron:int:rel:n:v_naz 
		pron:int:rel:n:v_zna 
просто	просто 	adv:compb 
		part 
		prep:rv_rod 
нема	нема 	predic 
слів	слово 	noun:p:v_rod 
!	- 	SENT_END 
	- 	SENT_START 
Взарашні	- 	- 
часи	час 	noun:p:v_naz 
		noun:p:v_zna 
коли	коли 	adv:&pron:int:rel 
		conj:subord 
		part 
	колоти 	verb:impr:s:2:imperf 
	кіл 	noun:p:v_naz 
		noun:p:v_zna 
в	в 	prep:rv_zna:rv_mis:rv_rod:v-u 
"	- 	- 
забитому	забитий 	adjp:pasv:past:m:v_dav 
		adjp:pasv:past:m:v_mis 
		adjp:pasv:past:n:v_dav 
		adjp:pasv:past:n:v_mis 
кабаку	кабак 	noun:m:v_dav 
		noun:m:v_mis 
"	- 	- 
де	де 	adv:&pron:int:rel 
		part 
штукатука	- 	- 
на	на 	prep:rv_zna:rv_mis 
голову	голова 	noun:f:v_zna 
		noun:f:v_zna:anim 
		noun:m:v_zna:anim 
може	могти 	verb:unknown 
в	в 	prep:rv_zna:rv_mis:rv_rod:v-u 
пасти	пасти 	verb:inf:imperf 
	паста 	noun:f:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
в	в 	prep:rv_zna:rv_mis:rv_rod:v-u 
любий	любий 	adj:m:v_naz 
		adj:m:v_zna 
момент	момент 	noun:m:v_naz 
		noun:m:v_zna 
,	- 	- 
і	і 	conj:coord 
		part 
то	то 	conj:subord 
думаю	думати 	verb:pres:s:1:imperf 
не	не 	part 
знайдеш	знайти 	verb:futr:s:2:perf 
в	в 	prep:rv_zna:rv_mis:rv_rod:v-u 
продуктах	продукт 	noun:p:v_mis 
ЦВІЛЛь	- 	- 
...	- 	- 
,	- 	SENT_END 
	- 	SENT_START 
А	а 	conj:coord 
		excl 
		part 
в	в 	prep:rv_zna:rv_mis:rv_rod:v-u 
такому	такий 	adj:m:v_dav:&pron:def 
		adj:m:v_mis:&pron:def 
		adj:n:v_dav:&pron:def 
		adj:n:v_mis:&pron:def 
закладі	заклад 	noun:m:v_mis 
як	як 	adv:&pron:int:rel 
		conj:subord 
		noun:m:v_naz:anim 
		part 
"	- 	- 
Фреска	фреска 	noun:f:v_naz 
"	- 	- 
і	і 	conj:coord 
		part 
в	в 	prep:rv_zna:rv_mis:rv_rod:v-u 
продуктах	продукт 	noun:p:v_mis 
ЦВІЛЛь	- 	- 
...	- 	- 
вірити	вірити 	verb:inf:imperf 
смішно	смішно 	adv 
!	- 	SENT_END 
	- 	SENT_START 
Так	так 	adv:&pron:dem 
		conj:coord:subord 
		part 
названа	названий 	adjp:pasv:past:f:v_naz 
"	- 	- 
Оля	Оля 	noun:f:v_naz:anim:fname
"	- 	- 
ви	ви 	pron:pers:p:2:v_kly:anim 
		pron:pers:p:2:v_naz:anim
ще	ще 	adv 
		part 
і	і 	conj:coord 
		part 
гроші	гроші 	noun:p:v_naz 
		noun:p:v_zna 
	гріш 	noun:m:v_mis 
заплати	заплатити 	verb:impr:s:2:perf 
	заплата 	noun:f:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
...	- 	- 
це	цей 	adj:n:v_naz:&pron:dem 
		adj:n:v_zna:&pron:dem 
не	не 	part 
хочу	хотіти 	verb:unknown 
сказати	сказати 	verb:inf:perf 
грубо	грубо 	adv:compb 
але	але 	conj:coord 
		excl 
це-БРЕХНЯ	- 	- 
!	- 	SENT_END 
	- 	SENT_START 
Як	як 	adv:&pron:int:rel 
		conj:subord 
		noun:m:v_naz:anim 
		part 
що	що 	conj:subord 
		pron:int:rel:n:v_naz 
		pron:int:rel:n:v_zna 
ви	ви 	pron:pers:p:2:v_kly:anim 
		pron:pers:p:2:v_naz:anim 
знаєте	знати 	verb:pres:p:2:imperf 
навід	- 	- 
кафе-барах	кафе-бар 	noun:p:v_mis 
чи	чи 	conj:coord:subord 
		part 
то	то 	conj:subord 
у	у 	prep:rv_zna:rv_mis:rv_rod:v-u 
ресторанах	ресторан 	noun:p:v_mis 
,	- 	- 
навідь	- 	- 
коли	коли 	adv:&pron:int:rel 
		conj:subord 
		part 
	колоти 	verb:impr:s:2:imperf 
	кіл 	noun:p:v_naz 
		noun:p:v_zna 
клієнт	клієнт 	noun:m:v_naz:anim 
помітить	помітити 	verb:futr:s:3:perf 
,	- 	- 
що	що 	conj:subord 
		pron:int:rel:n:v_naz 
		pron:int:rel:n:v_zna 
у	у 	prep:rv_zna:rv_mis:rv_rod:v-u 
своїй	свій 	adj:f:v_dav:&pron:pos 
		adj:f:v_mis:&pron:pos 
тарілці	тарілка 	noun:f:v_dav 
		noun:f:v_mis 
волосинку	волосинка 	noun:f:v_zna 
,	- 	- 
то	то 	conj:subord 
зразу	зразу 	adv 
	зраза 	noun:f:v_zna 
кличе	кликати 	verb:pres:s:3:imperf 
адміністратора	адміністратор 	noun:m:v_rod:anim 
		noun:m:v_zna:anim 
що	що 	conj:subord 
		pron:int:rel:n:v_naz 
		pron:int:rel:n:v_zna 
зробити	зробити 	verb:inf:perf 
скандал	скандал 	noun:m:v_naz 
		noun:m:v_zna 
і	і 	conj:coord 
		part 
при	при 	prep:rv_mis 
	перти 	verb:impr:s:2:imperf 
тому	тому 	adv 
		conj:subord 
	том 	noun:m:v_dav 
		noun:m:v_mis 
		noun:m:v_rod 
	той 	adj:m:v_dav:&pron:dem 
		adj:m:v_mis:&pron:dem 
		adj:n:v_dav:&pron:dem 
		adj:n:v_mis:&pron:dem 
понизити	понизити 	verb:inf:perf 
рейтинг	рейтинг 	noun:m:v_naz 
		noun:m:v_zna 
закладу	заклад 	noun:m:v_dav 
		noun:m:v_mis 
		noun:m:v_rod 
	закласти 	verb:futr:s:1:perf 
,	- 	SENT_END 
	- 	SENT_START 
То	то 	conj:subord 
як	як 	adv:&pron:int:rel 
		conj:subord 
		noun:m:v_naz:anim 
		part 
правило	правило 	noun:n:v_naz 
		noun:n:v_zna 
	правити 	verb:past:n:imperf 
персонал	персонал 	noun:m:v_naz 
		noun:m:v_zna 
намагаєтся	- 	- 
зробити	зробити 	verb:inf:perf 
все	все 	adv:v-u 
		conj:coord:v-u 
		part:v-u 
	весь 	adj:n:v_naz:&pron:dem
		adj:n:v_zna:&pron:dem
,	- 	- 
щоб	щоб 	conj:subord 
		part 
залатати	залатати 	verb:inf:perf 
свою	свій 	adj:f:v_zna:&pron:pos 
провину	провина 	noun:f:v_zna 
!	- 	- 
!	- 	- 
!	- 	SENT_END 
	-	SENT_START 		
А	а 	conj:coord 
		excl 
		part 
"	- 	- 
Оля	Оля 	noun:f:v_naz:anim:fname 
"	- 	- 
оплатила	оплатити 	verb:past:f:perf 
рахунок	рахунок 	noun:m:v_naz 
		noun:m:v_zna 
і	і 	conj:coord 
		part 
в	в 	prep:rv_zna:rv_mis:rv_rod:v-u 
це	цей 	adj:n:v_naz:&pron:dem 
		adj:n:v_zna:&pron:dem 
не	не 	part 
вірю	вірити 	verb:pres:s:1:imperf 
!	- 	- 
!	- 	SENT_END 
	- 	SENT_START 
Частенько	частенько 	adv 
прихошу	- 	- 
з	з 	prep:rv_rod:rv_zna:rv_oru 
друзями	друзі 	noun:p:v_oru:anim 
іменно	- 	- 
в	в 	prep:rv_zna:rv_mis:rv_rod:v-u 
"	- 	- 
Фреску	фреска 	noun:f:v_zna 
"	- 	- 
і	і 	conj:coord 
		part 
ще	ще 	adv 
		part 
ні	ні 	part 
разу	раз 	noun:m:v_dav 
		noun:m:v_mis 
		noun:m:v_rod 
внас	- 	- 
не	не 	part 
будо	- 	- 
притензій	- 	- 
,	- 	SENT_END 
	- 	SENT_START 
І	і 	conj:coord 
		part 
прємно	- 	- 
проводим	- 	- 
час	час 	noun:m:v_naz 
		noun:m:v_zna 
!	- 	- 
!	- 	- 
!	- 	SENT_END 
	- 	SENT_START 
А	а 	conj:coord 
		excl 
		part 
на	на 	excl 
		part 
		prep:rv_zna:rv_mis 
оборот	оборот 	noun:m:v_naz 
		noun:m:v_zna 
одні	один 	numr:p:v_naz 
		numr:p:v_zna 
позитивні	позитивний 	adj:p:v_naz:compb 
		adj:p:v_zna:compb 
відгуки	відгук 	noun:p:v_naz 
		noun:p:v_zna 
,	- 	SENT_END 
	- 	SENT_START 
І	і 	conj:coord 
		part 
ви	ви 	pron:pers:p:2:v_kly:anim 
		pron:pers:p:2:v_naz:anim
не	не 	part 
подумайте	подумати 	verb:impr:p:2:perf 
що	що 	conj:subord 
		pron:int:rel:n:v_naz 
		pron:int:rel:n:v_zna 
я	я 	pron:pers:s:1:v_naz:anim
