words,polarity,negativeCounter,neutralCounter,positiveCounter,iteration
нікчема[+:1 -:3 0:0 I:2]
не_абищо[+:0 -:1 0:0 I:4]
не_хвіст_собачий[+:0 -:1 0:0 I:4]
будь-як[+:0 -:3 0:0 I:3]
як-будь[+:0 -:1 0:0 I:4]
хай_як[+:0 -:1 0:0 I:4]
сяк-так[+:0 -:0 0:1 I:2]
на_живу_нитку[+:0 -:1 0:0 I:4]
абиякий[+:0 -:1 0:0 I:1]
будь-який[+:0 -:3 0:0 I:2]
якийбудь[+:0 -:1 0:0 I:2]
перший-ліпший[+:0 -:4 0:0 I:2]
хоч_який[+:0 -:1 0:0 I:2]
хай_який[+:0 -:1 0:0 I:2]
якийнебудь[+:0 -:1 0:1 I:1]
сякий-такий[+:0 -:4 0:0 I:1]
неавторитетний[+:0 -:1 0:0 I:2]
звичайний[+:2 -:1 0:0 I:1]
без_ваги[+:0 -:1 0:0 I:2]
нездалий[+:0 -:3 0:0 I:1]
поганий[+:0 -:1 0:0 I:0]
неякісний[+:0 -:4 0:0 I:1]
абітурієнт[+:0 -:0 0:1 I:5]
випускник[+:0 -:0 0:1 I:4]
матурант[+:0 -:0 0:1 I:6]
вступник[+:0 -:0 0:1 I:6]
або[+:0 -:1 0:0 I:0]
чи[+:1 -:1 0:0 I:0]
чи_то[+:0 -:1 0:0 I:1]
альбо[+:0 -:1 0:0 I:1]
а_то[+:0 -:1 0:0 I:1]
тобто[+:0 -:1 0:0 I:1]
інакше_кажучи[+:0 -:2 0:0 I:1]
хіба[+:0 -:1 0:1 I:0]
абориґен[+:0 -:2 0:1 I:5]
тубілець[+:0 -:1 0:0 I:6]
автохтон[+:0 -:0 0:1 I:4]
корінний_житель[+:0 -:1 0:0 I:6]
старожил[+:0 -:1 0:0 I:6]
місцевий[+:0 -:4 0:0 I:4]
тутешній[+:0 -:4 0:0 I:4]
аборигенний[+:0 -:1 0:0 I:4]
тубільний[+:0 -:2 0:0 I:4]
автохтонний[+:1 -:1 0:0 I:4]
корінний[+:2 -:3 0:0 I:3]
аборт[+:0 -:0 0:0 I:-1]
передчасні_пологи[+:0 -:0 0:0 I:-1]
викидень[+:0 -:0 0:0 I:-1]
абощо[+:0 -:0 0:0 I:-1]
чи_що[+:0 -:0 0:0 I:-1]
чи_там_що[+:0 -:0 0:0 I:-1]
чи_то_ще_що[+:0 -:0 0:0 I:-1]
абракадабра[+:0 -:1 0:0 I:2]
абсурд[+:0 -:1 0:0 I:1]
абрикоса[+:0 -:0 0:0 I:-1]
жерделя[+:0 -:0 0:0 I:-1]
мореля[+:0 -:0 0:0 I:-1]
абрис[+:1 -:1 0:0 I:3]
контур[+:1 -:0 0:1 I:3]
обрис[+:1 -:1 0:1 I:3]
обвід[+:0 -:1 0:0 I:3]
окреслення[+:0 -:0 0:0 I:4]
конфігурація[+:2 -:0 0:0 I:2]
закрій[+:0 -:0 0:0 I:4]
лінія[+:0 -:3 0:2 I:2]
абсолютизм[+:1 -:0 0:0 I:3]
самодержавство[+:1 -:0 0:0 I:4]
монархізм[+:1 -:0 0:0 I:4]
автократія[+:1 -:0 0:0 I:4]
тиранія[+:2 -:0 0:0 I:2]
деспотія[+:1 -:0 0:0 I:4]
деспотизм[+:2 -:0 0:0 I:3]
тоталітаризм[+:1 -:0 0:0 I:4]
диктатура[+:1 -:0 0:0 I:4]
абсолютний[+:8 -:3 0:0 I:3]
цілковитий[+:4 -:2 0:0 I:2]
повний[+:12 -:2 0:0 I:2]
необмежений[+:2 -:0 0:0 I:2]
безумовний[+:1 -:0 0:0 I:2]
всеосяжний[+:5 -:0 0:0 I:3]
всеохопний[+:2 -:0 0:0 I:3]
тотальний[+:5 -:0 0:0 I:3]
безвідносний[+:1 -:0 0:0 I:4]
абсолютно[+:1 -:0 0:0 I:0]
умоглядний[+:1 -:0 0:0 I:1]
безглуздя[+:0 -:1 0:0 I:2]
нонсенс[+:0 -:1 0:0 I:2]
несусвітенність[+:0 -:1 0:0 I:2]
безглуздість[+:0 -:1 0:0 I:2]
нісенітність[+:0 -:1 0:0 I:2]
неподобність[+:0 -:1 0:0 I:2]
недоладність[+:0 -:1 0:0 I:2]
на_вербі_груші[+:1 -:1 0:0 I:2]
сон_рябої_кобили[+:0 -:1 0:0 I:2]
таке[+:0 -:1 0:0 I:0]
що_й_купи_не_держиться[+:0 -:1 0:0 I:2]
бридня[+:0 -:1 0:0 I:2]
глупство[+:0 -:1 0:0 I:2]
чортзна-що[+:0 -:1 0:0 I:2]
чортибатька-що[+:0 -:2 0:0 I:2]
маячня[+:0 -:3 0:0 I:2]
ідіотизм[+:0 -:1 0:0 I:2]
дурість[+:0 -:4 0:0 I:2]
парадокс[+:0 -:1 0:0 I:2]
анекдота[+:0 -:1 0:0 I:2]
анекдотичність[+:0 -:1 0:0 I:2]
анекдот[+:0 -:2 0:0 I:2]
абсурдний[+:1 -:2 0:0 I:2]
безглуздий[+:1 -:4 0:0 I:2]
нісенітний[+:0 -:2 0:0 I:3]
ні_в_кут_ні_в_двері[+:0 -:1 0:0 I:3]
ні_те_ні_се[+:0 -:1 0:0 I:3]
дикий[+:3 -:0 0:0 I:1]
абсцис[+:0 -:2 0:0 I:4]
гнояк[+:0 -:1 0:0 I:3]
нарив[+:0 -:1 0:0 I:5]
чир[+:0 -:2 0:0 I:4]
чиряк[+:0 -:1 0:0 I:3]
фурункул[+:0 -:3 0:0 I:4]
карбункул[+:0 -:2 0:0 I:4]
нагноєння[+:0 -:1 0:0 I:5]
запалення[+:0 -:1 0:0 I:5]
аванґард[+:0 -:1 0:0 I:2]
перший_ешельон[+:0 -:1 0:0 I:3]
передова_частина[+:0 -:1 0:0 I:3]
передовики[+:0 -:1 0:0 I:3]
перші_лави[+:0 -:1 0:0 I:1]
еліта[+:1 -:2 0:0 I:2]
вершки[+:0 -:3 0:0 I:3]
сметанка[+:0 -:4 0:0 I:3]
авангардний[+:0 -:1 0:0 I:2]
передовий[+:1 -:2 0:0 I:2]
з_перших_лав[+:0 -:1 0:0 I:3]
елітарний[+:0 -:1 0:0 I:3]
аванс[+:1 -:0 0:0 I:1]
завдаток[+:1 -:0 0:0 I:0]
авансом[+:0 -:0 0:3 I:2]
наперед[+:0 -:0 0:5 I:2]
заздалегідь[+:0 -:0 0:3 I:2]
авансувати[+:0 -:0 0:1 I:3]
давати_аванс[+:0 -:0 0:1 I:4]
платити_наперед[+:0 -:0 0:1 I:4]
фінансувати[+:0 -:0 0:1 I:2]
авантура[+:0 -:4 0:0 I:2]
афера[+:0 -:2 0:0 I:2]
дурисвітство[+:1 -:1 0:0 I:2]
пройдисвітство[+:0 -:1 0:0 I:3]
оборудка[+:0 -:3 0:0 I:3]
шахрайство[+:3 -:2 0:0 I:3]
ошуканство[+:3 -:2 0:0 I:3]
обман[+:2 -:1 0:0 I:2]
пригода[+:0 -:8 0:1 I:2]
халепа[+:0 -:6 0:1 I:2]
ризик[+:0 -:1 0:0 I:3]
небезпека[+:2 -:2 0:0 I:2]
авантурний[+:0 -:2 0:0 I:3]
ризикований[+:0 -:3 0:0 I:3]
небезпечний[+:0 -:4 0:0 I:2]
пригодницький[+:1 -:1 0:0 I:3]
авантурницький[+:0 -:1 0:0 I:4]
пройдисвітський[+:0 -:1 0:0 I:4]
авантурник[+:0 -:1 0:0 I:3]
авантурист[+:0 -:2 0:0 I:4]
аферист[+:0 -:3 0:0 I:4]
пройдисвіт[+:0 -:4 0:0 I:3]
дурисвіт[+:0 -:6 0:0 I:4]
шахрай[+:1 -:3 0:0 I:3]
ошуканець[+:1 -:2 0:0 I:3]
ризикант[+:0 -:2 0:0 I:4]
відчайдух[+:1 -:3 0:1 I:3]
урвиголова[+:0 -:4 0:0 I:2]
шукач_пригод[+:0 -:1 0:0 I:4]
знайдибіда[+:0 -:1 0:0 I:4]
аварія[+:0 -:1 0:0 I:1]
випадок[+:1 -:3 0:0 I:2]
інцидент[+:0 -:4 0:0 I:2]
катастрофа[+:0 -:1 0:0 I:2]
невдача[+:0 -:1 0:0 I:2]
нещастя[+:1 -:6 0:0 I:2]
прикра_пригода[+:0 -:1 0:0 I:2]
біда[+:0 -:2 0:1 I:1]
лихо[+:1 -:5 0:0 I:2]
шкода[+:0 -:1 0:0 I:0]
пошкодження[+:0 -:2 0:0 I:1]
зіпсуття[+:0 -:1 0:0 I:2]
несправність[+:0 -:1 0:0 I:2]
неполадки[+:0 -:1 0:0 I:2]
авдиторія[+:2 -:0 0:0 I:4]
заля[+:4 -:0 0:0 I:4]
кляса[+:4 -:1 0:0 I:3]
кімната[+:5 -:0 0:0 I:3]
слухачі[+:2 -:0 0:0 I:4]
слухацтво[+:2 -:0 0:0 I:4]
глядачі[+:2 -:0 0:0 I:4]
глядацтво[+:2 -:0 0:0 I:4]
авдієнція[+:2 -:0 0:0 I:2]
приняття[+:3 -:0 0:0 I:3]
прийом[+:3 -:0 0:0 I:3]
розмова[+:2 -:0 0:0 I:1]
зустріч[+:2 -:0 0:0 I:2]
авеню[+:0 -:0 0:1 I:5]
вулиця[+:1 -:0 0:3 I:4]
авжеж[+:0 -:1 0:0 I:1]
розуміється[+:1 -:2 0:0 I:1]
нема_слова[+:0 -:1 0:0 I:2]
годі_й_казати[+:0 -:1 0:0 I:2]
а_так[+:0 -:1 0:0 I:2]
що_правда[+:0 -:1 0:0 I:2]
то_правда[+:0 -:1 0:0 I:2]
так[+:0 -:1 0:0 I:0]
еге[+:0 -:2 0:0 I:1]
ага[+:0 -:1 0:0 I:2]
атож[+:0 -:2 0:0 I:1]
якраз[+:4 -:2 0:0 I:1]
отож[+:0 -:2 0:0 I:1]
авіоносець[+:0 -:0 0:0 I:-1]
авіоматка[+:0 -:0 0:0 I:-1]
літаконосець[+:0 -:0 0:0 I:-1]
авіятор[+:0 -:1 0:0 I:5]
повітроплавець[+:0 -:1 0:0 I:6]
аеронавт[+:0 -:1 0:0 I:6]
пілот[+:0 -:3 0:0 I:5]
летун[+:0 -:1 0:0 I:6]
літун[+:0 -:2 0:0 I:4]
льотчик[+:0 -:2 0:0 I:5]
ас[+:1 -:1 0:0 I:4]
авіяція[+:1 -:0 0:0 I:3]
повітроплавання[+:1 -:0 0:0 I:4]
повітроплавство[+:1 -:0 0:0 I:4]
аеронавтика[+:1 -:0 0:0 I:4]
летунство[+:1 -:0 0:0 I:4]
повітряні_сили[+:1 -:0 0:0 I:4]
повітряний_флот[+:1 -:0 0:0 I:4]
авкціон[+:1 -:0 0:0 I:3]
торг[+:2 -:0 0:0 I:2]
торги[+:2 -:0 0:0 I:3]
випродаж[+:1 -:0 0:0 I:4]
продаж_з_торгів[+:1 -:0 0:0 I:4]
ліцитація[+:1 -:0 0:0 I:4]
аврал[+:0 -:0 0:1 I:3]
тривога[+:0 -:0 0:2 I:2]
авреоля[+:2 -:0 0:1 I:2]
вінець[+:1 -:0 0:2 I:2]
автентичний[+:4 -:0 0:0 I:2]
справжній[+:3 -:0 0:0 I:1]
правдивий[+:7 -:0 0:0 I:2]
справдешній[+:3 -:0 0:0 I:2]
непідробний[+:3 -:0 0:0 I:1]
оригінальний[+:3 -:0 0:0 I:3]
першоджерельний[+:1 -:0 0:0 I:3]
автовідповідач[+:0 -:0 0:0 I:-1]
автосекрета[+:0 -:0 0:0 I:-1]
автодафе[+:0 -:1 0:0 I:3]
живоспалення[+:0 -:1 0:0 I:4]
смерть_на_вогнищі[+:0 -:1 0:0 I:4]
страта[+:0 -:2 0:0 I:2]
вирок_смерти[+:0 -:1 0:0 I:4]
автокефальний[+:0 -:0 0:1 I:1]
це[+:0 -:0 0:1 I:0]
самокерований[+:0 -:0 0:1 I:2]
самостійний[+:1 -:1 0:1 I:2]
незалежний[+:1 -:0 0:1 I:2]
непідлеглий[+:0 -:0 0:1 I:2]
непідпорядкований[+:0 -:0 0:2 I:2]
автомат[+:0 -:1 0:0 I:3]
автоматичний_механізм[+:0 -:1 0:0 I:4]
саморух[+:0 -:1 0:0 I:4]
робот[+:0 -:1 0:0 I:3]
істукан[+:0 -:1 0:0 I:2]
пістоль-кулемет[+:0 -:1 0:0 I:4]
автоматичний[+:1 -:0 0:0 I:3]
машинальний[+:2 -:1 0:0 I:4]
несвідомий[+:1 -:0 0:0 I:3]
бездушний[+:5 -:1 0:0 I:2]
саморушний[+:1 -:0 0:0 I:4]
самодіючий[+:2 -:0 0:0 I:4]
автомобіль[+:0 -:0 0:0 I:3]
авто[+:0 -:0 0:0 I:3]
автомашина[+:0 -:0 0:0 I:3]
машина[+:1 -:1 0:0 I:2]
самохід[+:0 -:0 0:0 I:4]
самотяг[+:0 -:0 0:0 I:4]
самопер[+:0 -:0 0:0 I:4]
автономія[+:2 -:0 0:0 I:4]
самоврядування[+:1 -:0 0:0 I:5]
самостійність[+:1 -:0 0:0 I:3]
незалежність[+:2 -:0 0:0 I:3]
непідпорядкованість[+:1 -:0 0:0 I:5]
автопсія[+:0 -:0 0:0 I:3]
розтин[+:0 -:0 0:0 I:3]
секція[+:1 -:1 0:0 I:2]
автор[+:1 -:5 0:0 I:3]
творець[+:1 -:3 0:0 I:3]
сотворитель[+:1 -:2 0:0 I:3]
винахідник[+:1 -:1 0:0 I:4]
проектувальник[+:0 -:1 0:0 I:4]
укладач[+:0 -:2 0:0 I:4]
упорядник[+:0 -:3 0:0 I:3]
поет[+:1 -:0 0:0 I:2]
віршомаз[+:1 -:1 0:0 I:3]
письменник[+:1 -:2 0:0 I:3]
писака[+:0 -:1 0:0 I:3]
авторитарний[+:2 -:2 0:0 I:4]
диктаторський[+:0 -:1 0:0 I:4]
самодержавний[+:1 -:0 0:0 I:3]
автократичний[+:0 -:0 0:0 I:5]
монархічний[+:1 -:0 0:0 I:3]
тоталітарний[+:1 -:0 0:0 I:4]
тоталітаристичний[+:0 -:0 0:0 I:5]
деспотичний[+:0 -:2 0:0 I:3]
тиранічний[+:0 -:1 0:0 I:3]
авторитет[+:6 -:2 0:0 I:2]
престиж[+:3 -:0 0:0 I:3]
репутація[+:3 -:0 0:0 I:2]
вага[+:3 -:0 0:0 I:2]
значення[+:4 -:0 0:0 I:2]
вплив[+:1 -:0 0:0 I:2]
знавець[+:2 -:0 0:0 I:3]
фахівець[+:3 -:0 0:0 I:3]
спеціяліст[+:4 -:0 0:0 I:3]
спец[+:4 -:0 0:0 I:3]
ерудит[+:1 -:1 0:0 I:2]
повага[+:2 -:0 0:0 I:3]
довіра[+:3 -:0 0:0 I:3]
авторитетний[+:6 -:1 0:0 I:3]
престижевий[+:1 -:0 0:0 I:4]
престижний[+:1 -:0 0:0 I:4]
впливовий[+:0 -:1 0:0 I:3]
поважний[+:4 -:1 0:0 I:2]
ваговитий[+:2 -:1 0:0 I:2]
ерудований[+:2 -:0 0:0 I:4]
кваліфікований[+:7 -:0 0:1 I:3]
що_знає_діло[+:1 -:0 0:0 I:4]
упевнений[+:3 -:2 0:0 I:2]
абориген[+:0 -:0 0:1 I:3]
авул[+:1 -:0 0:0 I:4]
село[+:3 -:0 0:0 I:3]
агнець[+:0 -:0 0:0 I:-1]
ягня[+:0 -:0 0:0 I:-1]
ягнятко[+:0 -:0 0:0 I:-1]
агов[+:1 -:0 0:0 I:3]
агу[+:1 -:0 0:0 I:4]
агей[+:1 -:0 0:0 I:4]
гей[+:1 -:0 0:0 I:4]
ей[+:1 -:0 0:0 I:4]
галло[+:2 -:0 0:0 I:4]
увага[+:5 -:0 0:0 I:2]
агонія[+:0 -:1 0:0 I:4]
конання[+:0 -:1 0:0 I:5]
мука[+:0 -:4 0:0 I:3]
передсмертя[+:0 -:1 0:0 I:5]
умирання[+:0 -:1 0:0 I:5]
аґент[+:1 -:2 0:0 I:2]
шпигун[+:0 -:2 0:0 I:3]
шпиг[+:0 -:2 0:0 I:3]
розвідник[+:2 -:2 0:0 I:3]
розвідач[+:0 -:1 0:0 I:3]
розвідувач[+:0 -:1 0:0 I:3]
донощик[+:1 -:3 0:0 I:3]
інформатор[+:0 -:4 0:0 I:3]
конфідент[+:0 -:3 0:0 I:3]
нюхало[+:0 -:1 0:0 I:3]
стукач[+:0 -:3 0:0 I:3]
сексот[+:0 -:2 0:0 I:3]
фіскал[+:0 -:6 0:0 I:3]
провокатор[+:1 -:2 0:0 I:3]
представник[+:0 -:2 0:2 I:2]
репрезентант[+:0 -:2 0:0 I:3]
виконавець[+:0 -:1 0:0 I:2]
службовець[+:1 -:1 0:0 I:2]
працівник[+:2 -:0 0:0 I:1]
комівояжер[+:0 -:1 0:0 I:3]
чинник[+:0 -:2 0:0 I:3]
фактор[+:0 -:2 0:0 I:3]
причина[+:0 -:2 0:0 I:1]
аґентство[+:1 -:0 0:0 I:1]
агенція[+:1 -:0 0:0 I:2]
філія[+:1 -:0 0:0 I:2]
відділок[+:2 -:0 0:0 I:2]
відділення[+:2 -:0 0:0 I:2]
бюро[+:3 -:0 0:0 I:1]
заклад[+:1 -:0 0:0 I:0]
контора[+:2 -:0 0:0 I:2]
агітатор[+:3 -:0 0:0 I:5]
пропагандист[+:1 -:0 0:0 I:6]
пропагатор[+:1 -:0 0:0 I:6]
скоробреха[+:1 -:0 0:0 I:4]
підбрехач[+:1 -:0 0:0 I:4]
окозамилювач[+:1 -:0 0:0 I:4]
аґітувати[+:1 -:1 0:0 I:3]
вести_агітацію[+:0 -:0 0:0 I:4]
умовляти[+:2 -:5 0:0 I:3]
переконувати[+:2 -:0 0:0 I:2]
проповідувати[+:0 -:4 0:0 I:3]
закликати_до[+:0 -:1 0:0 I:4]
аґресивний[+:0 -:1 0:0 I:3]
напасницький[+:0 -:1 0:0 I:4]
загарбницький[+:0 -:1 0:0 I:4]
нападницький[+:0 -:1 0:0 I:4]
войовничий[+:0 -:2 0:0 I:4]
завойовницький[+:0 -:1 0:0 I:4]
напасливий[+:0 -:5 0:0 I:4]
здобувчий[+:0 -:1 0:0 I:4]
наступальний[+:0 -:2 0:0 I:3]
ворожий[+:0 -:3 0:0 I:2]
аґресія[+:0 -:1 0:0 I:3]
напад[+:0 -:2 0:0 I:2]
вдертя[+:0 -:2 0:0 I:4]
вломлення[+:0 -:1 0:0 I:4]
вторгнення[+:0 -:2 0:0 I:4]
інвазія[+:0 -:3 0:0 I:3]
експансія[+:0 -:2 0:0 I:4]
війна[+:2 -:3 0:4 I:3]
аґресор[+:0 -:2 0:0 I:5]
загарбник[+:0 -:1 0:0 I:4]
завойовник[+:0 -:2 0:0 I:5]
здобувець[+:0 -:1 0:0 I:4]
конкістадор[+:0 -:2 0:0 I:6]
вломник[+:0 -:1 0:0 I:6]
окупант[+:0 -:4 0:1 I:5]
адаптувати[+:0 -:4 0:0 I:4]
пристосовувати[+:1 -:4 0:1 I:4]
припасовувати[+:0 -:4 0:0 I:3]
приладжувати[+:0 -:2 0:0 I:4]
прилаштовувати[+:0 -:5 0:0 I:4]
акліматизувати[+:0 -:1 0:0 I:5]
принатурювати[+:0 -:1 0:0 I:5]
спрощу_вати-скорочувати[+:0 -:1 0:0 I:5]
адвентисти[+:0 -:0 0:0 I:-1]
суботники[+:0 -:0 0:0 I:-1]
сектанти[+:0 -:0 0:0 I:-1]
штунди[+:0 -:0 0:0 I:-1]
адвокат[+:0 -:3 0:0 I:2]
юрист[+:0 -:2 0:0 I:3]
правник[+:0 -:2 0:0 I:3]
присяжний_повірений[+:0 -:1 0:0 I:3]
повірник[+:0 -:1 0:0 I:3]
оборонець[+:0 -:2 0:0 I:1]
захисник[+:0 -:1 0:0 I:1]
заступник[+:0 -:2 0:0 I:1]
адекватний[+:3 -:0 0:0 I:3]
відповідний[+:3 -:1 0:0 I:2]
тотожний[+:7 -:0 0:0 I:3]
рівнозначний[+:5 -:0 0:0 I:3]
рівний_з[+:1 -:0 0:0 I:4]
точнісінький[+:3 -:0 0:0 I:4]
такий_самий[+:4 -:0 0:0 I:3]
достотний[+:9 -:0 0:0 I:3]
достеменний[+:4 -:0 0:0 I:2]
викапаний[+:4 -:1 0:0 I:3]
око-в-око[+:2 -:0 0:0 I:2]
адепт[+:0 -:3 0:2 I:2]
прибічник[+:0 -:2 0:0 I:1]
прихильник[+:0 -:1 0:1 I:1]
послідовник[+:0 -:1 0:2 I:2]
визнавець[+:0 -:1 0:2 I:2]
ревнитель[+:0 -:3 0:0 I:3]
адміністрація[+:3 -:2 0:0 I:2]
керівництво[+:6 -:0 0:0 I:2]
провід[+:1 -:0 0:0 I:1]
начальство[+:4 -:1 0:0 I:2]
керівники[+:0 -:1 0:0 I:2]
провідники[+:1 -:1 0:0 I:3]
начальники[+:2 -:0 0:0 I:3]
зверхники[+:1 -:0 0:0 I:3]
шефи[+:1 -:0 0:0 I:3]
апарат[+:0 -:1 0:0 I:2]
управа[+:7 -:0 0:0 I:2]
управління[+:8 -:0 0:0 I:2]
уряд[+:2 -:0 0:1 I:2]
командування[+:2 -:0 0:0 I:3]
урядування[+:1 -:0 0:0 I:3]
адміністрування[+:2 -:0 0:0 I:3]
адресат[+:0 -:0 0:0 I:-1]
одержувач[+:0 -:0 0:0 I:-1]
відборець[+:0 -:0 0:0 I:-1]
аеродром[+:0 -:0 0:0 I:-1]
летовище[+:0 -:0 0:0 I:-1]
аеропорт[+:0 -:0 0:0 I:-1]
аероплян[+:0 -:2 0:0 I:4]
літак[+:1 -:1 0:0 I:4]
літальний_апарат[+:0 -:1 0:0 I:5]
плянер[+:0 -:1 0:0 I:5]
моноплян[+:0 -:1 0:0 I:5]
біплям[+:0 -:1 0:0 I:5]
вертогелікоптер[+:0 -:1 0:0 I:5]
оса[+:1 -:3 0:0 I:3]
муха[+:0 -:1 0:0 I:5]
блоха[+:0 -:1 0:0 I:4]
аероплан[+:0 -:1 0:0 I:5]
аж[+:1 -:0 0:1 I:1]
навіть[+:1 -:0 0:0 I:0]
ажень[+:0 -:0 0:0 I:2]
коли_це[+:0 -:0 0:0 I:2]
як_ось[+:0 -:0 0:0 I:2]
раптом[+:3 -:0 0:0 I:2]
коли_ж[+:0 -:0 0:0 I:2]
поки[+:0 -:1 0:0 I:2]
доти[+:0 -:0 0:0 I:2]
аж-аж-аж[+:0 -:0 0:0 I:1]
дуже[+:1 -:1 0:0 I:0]
страшно[+:1 -:0 0:0 I:2]
страшенно[+:2 -:0 0:0 I:1]
ажіотаж[+:2 -:0 0:1 I:3]
збудження[+:5 -:0 0:0 I:2]
хвилювання[+:1 -:0 0:2 I:3]
гарячка[+:3 -:0 0:0 I:2]
лихоманка[+:3 -:0 0:0 I:3]
ажурний[+:1 -:0 0:0 I:2]
прозорий[+:10 -:0 0:0 I:2]
просвітчастий[+:1 -:0 0:0 I:3]
про-зористий[+:1 -:0 0:0 I:3]
ґратчастий[+:1 -:0 0:0 I:3]
мереживний[+:1 -:0 0:0 I:3]
тендітний[+:7 -:3 0:0 I:2]
делікатний_тонкий[+:1 -:0 0:0 I:3]
витончений[+:2 -:0 0:0 I:1]
ажуровий[+:2 -:0 0:0 I:3]
буквар[+:1 -:0 0:0 I:4]
граматка[+:1 -:0 0:0 I:4]
початки[+:1 -:0 0:0 I:2]
ази[+:2 -:0 0:0 I:2]
алфавитний[+:2 -:0 0:0 I:4]
основи[+:2 -:0 0:0 I:2]
елементи[+:2 -:0 0:0 I:2]
засади[+:2 -:0 0:0 I:3]
аксіоми[+:1 -:0 0:0 I:3]
загальновідоме[+:1 -:0 0:0 I:3]
аїр[+:0 -:0 0:0 I:-1]
аєр[+:0 -:0 0:0 I:-1]
